City,Region,State,Country,Latitude,Longitude,Population,WaterPollution,AirQuality
Belvidere,Illinois,IL,United States of America,42.259,-88.84,25339.0,25.0,75.0
Chattanooga,Tennessee,TN,United States of America,35.05,-85.31,181099.0,61.53846154,79.41176471
Spokane,Washington,WA,United States of America,47.657,-117.418,228989.0,25.0,77.88461538
Missoula,Montana,MT,United States of America,46.872,-113.994,73489.0,22.91666667,79.6875
Boulder,Colorado,CO,United States of America,40.018,-105.278,108250.0,47.91666667,85.0
Tacoma,Washington,WA,United States of America,47.253,-122.44,219346.0,50.0,78.94736842
Modesto,California,CA,United States of America,37.639,-120.997,218464.0,54.54545455,46.66666667
Aspen,Colorado,CO,United States of America,39.195,-106.837,7004.0,50.0,75.0
Vallejo,California,CA,United States of America,38.101,-122.255,126090.0,50.0,100.0
Thousand Oaks,California,CA,United States of America,34.175,-118.845,126966.0,20.83333333,92.5
Sunnyvale,California,CA,United States of America,37.369,-122.037,155805.0,55.55555556,77.08333333
Oxnard,California,CA,United States of America,34.198,-119.177,202063.0,0.0,95.0
Santa Rosa,California,CA,United States of America,38.44,-122.713,178127.0,29.54545455,81.25
Rapid City,South Dakota,SD,United States of America,44.081,-103.227,74703.0,37.5,92.5
Binghamton,New York,NY,United States of America,42.099,-75.913,47969.0,62.5,62.5
Bellevue,Washington,WA,United States of America,47.617,-122.202,151854.0,19.44444444,94.23076923
Fayetteville,Arkansas,AR,United States of America,36.063,-94.161,93949.0,20.0,94.44444444
Macon,Georgia,GA,United States of America,32.838,-83.628,157346.0,50.0,60.0
Walla Walla,Washington,WA,United States of America,46.067,-118.339,34060.0,0.0,100.0
Casper,Wyoming,WY,United States of America,42.85,-106.325,59038.0,33.33333333,100.0
Redmond,Washington,WA,United States of America,47.674,-122.122,73256.0,33.33333333,87.5
Peoria,Illinois,IL,United States of America,40.693,-89.591,113150.0,29.16666667,96.875
Aberdeen,Washington,WA,United States of America,46.975,-123.819,17013.0,0.0,100.0
Rockford,Illinois,IL,United States of America,42.271,-89.095,148655.0,60.0,60.71428571
Vancouver,Washington,WA,United States of America,45.63,-122.677,190915.0,29.80769231,73.07692308
Erie,Pennsylvania,PA,United States of America,42.129,-80.085,94831.0,100.0,80.0
Hollywood,Florida,FL,United States of America,26.011,-80.149,153067.0,37.5,100.0
Aberdeen,South Dakota,SD,United States of America,45.465,-98.488,28495.0,83.33333333,50.0
Reading,Pennsylvania,PA,United States of America,40.335,-75.928,95112.0,50.0,87.5
Brunswick,Vermont,VT,United States of America,44.734,-71.667,88.0,37.5,100.0
Columbus,Georgia,GA,United States of America,32.469,-84.988,206922.0,45.0,82.5
Mission,Texas,TX,United States of America,26.216,-98.326,85778.0,0.0,100.0
Huntington,West Virginia,WV,United States of America,38.421,-82.444,46842.0,25.0,75.0
Kingsport,Tennessee,TN,United States of America,36.547,-82.56,55442.0,93.75,56.25
Naperville,Illinois,IL,United States of America,41.774,-88.148,149540.0,12.5,83.33333333
Clearwater,Florida,FL,United States of America,27.966,-82.8,117292.0,35.71428571,85.71428571
Clifton,New Jersey,NJ,United States of America,40.867,-74.154,90296.0,0.0,100.0
Naples,Florida,FL,United States of America,26.147,-81.796,19115.0,30.76923077,80.76923077
Newport Beach,California,CA,United States of America,33.619,-117.929,85239.0,25.0,93.75
Scranton,Pennsylvania,PA,United States of America,41.409,-75.662,76328.0,41.66666667,92.85714286
Albany,Georgia,GA,United States of America,31.577,-84.156,69647.0,16.66666667,75.0
Duluth,Georgia,GA,United States of America,34.003,-84.144,31873.0,0.0,50.0
Blacksburg,Virginia,VA,United States of America,37.229,-80.414,44826.0,0.0,75.0
Newport,New Hampshire,NH,United States of America,43.359,-72.181,6299.0,0.0,100.0
Middletown,New York,NY,United States of America,41.447,-74.42,30345.0,25.0,100.0
Joplin,Missouri,MO,United States of America,37.084,-94.513,51762.0,18.75,79.16666667
Lancaster,Pennsylvania,PA,United States of America,40.038,-76.306,58039.0,45.0,66.66666667
Pocatello,Idaho,ID,United States of America,42.862,-112.451,56320.0,87.5,83.33333333
Simi Valley,California,CA,United States of America,34.272,-118.779,126356.0,25.0,82.14285714
Fairfield,California,CA,United States of America,38.249,-122.04,119881.0,37.5,87.5
Bangor,Maine,ME,United States of America,44.801,-68.771,31753.0,12.5,87.5
Rockville,Maryland,MD,United States of America,39.084,-77.153,67117.0,50.0,87.5
Laramie,Wyoming,WY,United States of America,41.311,-105.595,31407.0,0.0,100.0
Parkersburg,West Virginia,WV,United States of America,39.265,-81.563,29738.0,100.0,0.0
Fayetteville,North Carolina,NC,United States of America,35.053,-78.878,208501.0,66.66666667,77.08333333
Schenectady,New York,NY,United States of America,42.812,-73.939,67047.0,50.0,50.0
Newport News,Virginia,VA,United States of America,36.98,-76.431,186247.0,62.5,66.66666667
Holland,Indiana,IN,United States of America,38.246,-87.038,619.0,75.0,75.0
Adelanto,California,CA,United States of America,34.579,-117.41,38046.0,50.0,50.0
Goldsboro,North Carolina,NC,United States of America,35.386,-77.996,33657.0,100.0,60.0
Chester,Pennsylvania,PA,United States of America,39.85,-75.36,32605.0,50.0,87.5
El Cajon,California,CA,United States of America,32.795,-116.962,106215.0,25.0,50.0
Pembroke Pines,Florida,FL,United States of America,26.002,-80.223,171178.0,75.0,100.0
Adrian,Georgia,GA,United States of America,32.53,-82.592,552.0,87.5,83.33333333
Escondido,California,CA,United States of America,33.122,-117.081,151038.0,12.5,75.0
Farmville,North Carolina,NC,United States of America,35.595,-77.591,4461.0,25.0,75.0
Hattiesburg,Mississippi,MS,United States of America,31.327,-89.29,48730.0,41.66666667,82.14285714
Des Plaines,Illinois,IL,United States of America,42.042,-87.886,60675.0,50.0,100.0
Paradise,California,CA,United States of America,39.759,-121.624,4764.0,50.0,75.0
Everett,Washington,WA,United States of America,47.979,-122.202,110629.0,32.14285714,88.63636364
Temple,Texas,TX,United States of America,31.097,-97.343,82073.0,0.0,100.0
Bellingham,Washington,WA,United States of America,48.75,-122.479,91482.0,30.0,94.73684211
Chico,California,CA,United States of America,39.728,-121.839,101475.0,50.0,72.5
Alton,Illinois,IL,United States of America,38.89,-90.184,25676.0,75.0,25.0
Grand Island,Nebraska,NE,United States of America,40.924,-98.339,53131.0,0.0,75.0
Kenosha,Wisconsin,WI,United States of America,42.584,-87.823,99986.0,12.5,87.5
White Plains,New York,NY,United States of America,41.034,-73.763,59559.0,62.5,37.5
Urbana,Illinois,IL,United States of America,40.112,-88.207,38336.0,12.5,87.5
Cape Coral,Florida,FL,United States of America,26.563,-81.95,194016.0,25.0,75.0
Great Falls,Montana,MT,United States of America,47.505,-111.303,60442.0,25.0,75.0
Ames,Iowa,IA,United States of America,42.023,-93.62,66427.0,50.0,66.66666667
Spanish Fork,Utah,UT,United States of America,40.11,-111.655,42602.0,0.0,75.0
Logan,Utah,UT,United States of America,41.731,-111.835,52778.0,0.0,67.85714286
Tooele,Utah,UT,United States of America,40.531,-112.299,35742.0,50.0,100.0
Farmington,Utah,UT,United States of America,40.98,-111.888,24531.0,50.0,100.0
Lewiston,Utah,UT,United States of America,41.968,-111.886,1939.0,0.0,75.0
Berkeley,California,CA,United States of America,37.871,-122.268,124321.0,36.11111111,79.16666667
Ann Arbor,Michigan,MI,United States of America,42.281,-83.748,123851.0,51.78571429,76.31578947
Ann Arbor,Michigan,MI,United States of America,42.329,-83.678,4673.0,51.78571429,76.31578947
Pasadena,California,CA,United States of America,34.148,-118.143,138699.0,20.0,65.0
Key West,Florida,FL,United States of America,24.555,-81.802,26444.0,0.0,100.0
Duluth,Minnesota,MN,United States of America,46.788,-92.099,86697.0,25.0,96.42857143
Glendale,California,CA,United States of America,34.143,-118.258,196543.0,45.83333333,77.5
San Bernardino,California,CA,United States of America,34.106,-117.292,222101.0,50.0,0.0
Pensacola,Florida,FL,United States of America,30.409,-87.214,54312.0,53.125,66.17647059
Cedar Rapids,Iowa,IA,United States of America,41.978,-91.664,137710.0,25.0,89.28571429
Evansville,Indiana,IN,United States of America,37.97,-87.574,117298.0,37.5,68.75
Kansas City,Kansas,KS,United States of America,39.116,-94.627,156607.0,31.25,68.75
Rochester,Minnesota,MN,United States of America,44.023,-92.463,121395.0,62.5,80.55555556
Mountain View,California,CA,United States of America,37.39,-122.081,82376.0,33.33333333,91.66666667
Pomona,California,CA,United States of America,34.059,-117.752,151713.0,75.0,37.5
South Bend,Indiana,IN,United States of America,41.676,-86.252,103453.0,33.33333333,92.85714286
Minot,North Dakota,ND,United States of America,48.236,-101.293,48377.0,75.0,68.75
Monterey,California,CA,United States of America,36.601,-121.894,30218.0,34.375,91.66666667
Iowa City,Iowa,IA,United States of America,41.661,-91.535,74828.0,37.5,83.33333333
St Augustine,Florida,FL,United States of America,29.896,-81.312,14329.0,62.5,87.5
Gainesville,Florida,FL,United States of America,29.652,-82.325,141085.0,34.375,87.5
Palm Springs,California,CA,United States of America,33.823,-116.546,44575.0,87.5,43.75
Salinas,California,CA,United States of America,36.678,-121.655,163542.0,50.0,100.0
Ontario,California,CA,United States of America,34.063,-117.651,175265.0,25.0,33.33333333
Eureka,California,CA,United States of America,40.804,-124.166,26512.0,0.0,100.0
Oceanside,California,CA,United States of America,33.195,-117.384,174068.0,75.0,75.0
Palmdale,California,CA,United States of America,34.58,-118.117,169450.0,50.0,32.14285714
Torrance,California,CA,United States of America,33.836,-118.34,147067.0,0.0,75.0
Sioux City,Iowa,IA,United States of America,42.494,-96.403,85797.0,50.0,100.0
Bloomington,Indiana,IN,United States of America,39.167,-86.535,79168.0,55.0,83.33333333
Ventura,California,CA,United States of America,34.281,-119.301,110763.0,35.0,85.0
Concord,California,CA,United States of America,37.977,-122.034,125410.0,12.5,62.5
Flint,Michigan,MI,United States of America,43.017,-83.691,81252.0,87.5,62.5
Flint,Michigan,MI,United States of America,43.013,-83.776,31447.0,87.5,62.5
Gulfport,Mississippi,MS,United States of America,30.369,-89.093,72926.0,0.0,100.0
Daytona Beach,Florida,FL,United States of America,29.211,-81.023,72647.0,46.42857143,96.42857143
Biloxi,Mississippi,MS,United States of America,30.395,-88.886,49449.0,50.0,100.0
Fort Collins,Colorado,CO,United States of America,40.587,-105.077,169810.0,35.0,86.84210526
Alameda,California,CA,United States of America,37.764,-122.243,78280.0,37.5,62.5
Carlsbad,California,CA,United States of America,33.158,-117.351,114746.0,25.0,75.0
Hayward,California,CA,United States of America,37.671,-122.085,162954.0,25.0,87.5
Fontana,California,CA,United States of America,34.101,-117.436,208393.0,35.0,45.0
Santa Clarita,California,CA,United States of America,34.38,-118.541,228673.0,31.25,87.5
Canton,Ohio,OH,United States of America,40.798,-81.375,70872.0,25.0,83.33333333
Roseville,California,CA,United States of America,38.752,-121.288,147773.0,40.0,93.75
Anderson,Indiana,IN,United States of America,40.105,-85.678,54788.0,25.0,90.0
Sarasota,Florida,FL,United States of America,27.336,-82.532,54842.0,25.0,90.38461538
Williamsburg,Virginia,VA,United States of America,37.269,-76.707,15425.0,0.0,100.0
Winchester,Virginia,VA,United States of America,39.186,-78.163,28120.0,50.0,100.0
Terre Haute,Indiana,IN,United States of America,39.466,-87.414,58389.0,12.5,75.0
Walnut Creek,California,CA,United States of America,37.897,-122.06,70127.0,8.333333333,83.33333333
Lawrence,Kansas,KS,United States of America,38.971,-95.236,94934.0,50.0,87.5
Owensboro,Kentucky,KY,United States of America,37.774,-87.111,60183.0,66.66666667,60.71428571
Carson,California,CA,United States of America,33.832,-118.278,95558.0,100.0,25.0
Corona,California,CA,United States of America,33.876,-117.567,157136.0,37.5,50.0
Lancaster,California,CA,United States of America,34.697,-118.148,173516.0,12.5,87.5
Fullerton,California,CA,United States of America,33.87,-117.924,143617.0,25.0,100.0
Victorville,California,CA,United States of America,34.537,-117.294,134810.0,50.0,85.71428571
Antioch,California,CA,United States of America,38.005,-121.806,115291.0,75.0,0.0
Redding,California,CA,United States of America,40.586,-122.39,93611.0,45.83333333,72.22222222
Rancho Cucamonga,California,CA,United States of America,34.107,-117.594,174453.0,16.66666667,66.66666667
El Centro,California,CA,United States of America,32.793,-115.563,44322.0,66.66666667,78.57142857
Visalia,California,CA,United States of America,36.33,-119.292,141384.0,75.0,40.0
Idaho Falls,Idaho,ID,United States of America,43.491,-112.039,64818.0,16.66666667,95.83333333
Tyler,Texas,TX,United States of America,32.351,-95.301,105995.0,45.83333333,66.66666667
Merced,California,CA,United States of America,37.302,-120.485,86333.0,50.0,87.5
Costa Mesa,California,CA,United States of America,33.641,-117.919,111918.0,40.0,56.25
Yakima,Washington,WA,United States of America,46.602,-120.506,96968.0,31.25,78.125
Coeur dAlene,Idaho,ID,United States of America,47.674,-116.784,54628.0,50.0,79.16666667
Moscow,Idaho,ID,United States of America,46.734,-117.001,25435.0,62.5,37.5
Overland Park,Kansas,KS,United States of America,38.986,-94.668,197238.0,16.66666667,98.21428571
Lewiston,Maine,ME,United States of America,44.101,-70.215,37121.0,50.0,100.0
Lawton,Oklahoma,OK,United States of America,34.605,-98.392,90381.0,50.0,100.0
Redwood City,California,CA,United States of America,37.484,-122.226,84292.0,0.0,100.0
Coral Springs,Florida,FL,United States of America,26.273,-80.266,134394.0,50.0,100.0
Decatur,Illinois,IL,United States of America,39.843,-88.954,70522.0,37.5,70.83333333
Mission Viejo,California,CA,United States of America,33.597,-117.669,93653.0,75.0,75.0
Fort Myers,Florida,FL,United States of America,26.643,-81.87,86395.0,85.0,70.58823529
Albany,Oregon,OR,United States of America,44.635,-123.104,56472.0,12.5,75.0
Encinitas,California,CA,United States of America,33.037,-117.292,62007.0,12.5,75.0
Alexandria,Minnesota,MN,United States of America,45.874,-95.379,14335.0,25.0,100.0
Twin Falls,Idaho,ID,United States of America,42.556,-114.47,51807.0,75.0,75.0
Merrillville,Indiana,IN,United States of America,41.486,-87.336,36444.0,50.0,87.5
Ankeny,Iowa,IA,United States of America,41.732,-93.6,67887.0,50.0,100.0
Bozeman,Montana,MT,United States of America,45.679,-111.037,53293.0,5.555555556,100.0
Greenville,South Carolina,SC,United States of America,34.851,-82.399,70720.0,18.33333333,91.25
New Braunfels,Texas,TX,United States of America,29.703,-98.125,90403.0,31.25,100.0
Pittsfield,Illinois,IL,United States of America,39.608,-90.821,4206.0,50.0,100.0
Wheaton,Illinois,IL,United States of America,41.867,-88.106,53970.0,0.0,100.0
Macomb,Illinois,IL,United States of America,40.459,-90.671,15051.0,0.0,75.0
McHenry,Illinois,IL,United States of America,42.343,-88.274,27135.0,75.0,75.0
Lockport,Illinois,IL,United States of America,41.589,-88.057,26094.0,0.0,100.0
Quincy,Illinois,IL,United States of America,39.933,-91.409,39463.0,25.0,91.66666667
Corning,New York,NY,United States of America,42.149,-77.059,10551.0,37.5,100.0
Crystal Lake,Illinois,IL,United States of America,42.241,-88.316,40269.0,25.0,68.75
Bloomington,Illinois,IL,United States of America,40.479,-88.994,78680.0,25.0,93.75
Collinsville,Illinois,IL,United States of America,38.67,-89.986,24366.0,25.0,75.0
Rock Island,Illinois,IL,United States of America,41.509,-90.576,37108.0,50.0,79.16666667
Champaign,Illinois,IL,United States of America,40.116,-88.243,88302.0,33.33333333,58.33333333
Mount Vernon,Illinois,IL,United States of America,38.318,-88.904,14600.0,0.0,100.0
Burlington,Iowa,IA,United States of America,40.807,-91.102,23982.0,37.5,87.5
DeKalb,Illinois,IL,United States of America,41.93,-88.75,40290.0,50.0,75.0
Bradenton,Florida,FL,United States of America,27.495,-82.571,55698.0,42.85714286,83.33333333
Hazel Park,Michigan,MI,United States of America,42.461,-83.104,14983.0,25.0,25.0
Kissimmee,Florida,FL,United States of America,28.292,-81.408,79226.0,68.75,70.0
Fort Pierce,Florida,FL,United States of America,27.447,-80.326,47297.0,0.0,75.0
Deerfield Beach,Florida,FL,United States of America,26.319,-80.101,86859.0,36.11111111,91.66666667
Paso Robles,California,CA,United States of America,35.623,-120.688,31490.0,75.0,100.0
Germantown,Tennessee,TN,United States of America,35.093,-89.809,41333.0,25.0,100.0
Florence,South Carolina,SC,United States of America,34.197,-79.766,39899.0,50.0,100.0
Yucaipa,California,CA,United States of America,34.034,-117.041,54542.0,75.0,50.0
East Chicago,Indiana,IN,United States of America,41.629,-87.454,26370.0,50.0,100.0
Lorain,Ohio,OH,United States of America,41.466,-82.175,65211.0,50.0,0.0
Palm Coast,Florida,FL,United States of America,29.555,-81.211,89258.0,55.0,90.0
Fairfax,South Carolina,SC,United States of America,32.959,-81.236,1505.0,28.84615385,78.33333333
Apple Valley,California,CA,United States of America,34.501,-117.19,75791.0,0.0,100.0
Thomasville,North Carolina,NC,United States of America,35.883,-80.082,27183.0,50.0,87.5
High Point,North Carolina,NC,United States of America,35.957,-80.006,114059.0,12.5,75.0
Norwich,Connecticut,CT,United States of America,41.551,-72.088,40125.0,50.0,92.85714286
San Rafael,California,CA,United States of America,37.973,-122.527,61271.0,0.0,100.0
Lafayette,Indiana,IN,United States of America,40.419,-86.893,70783.0,56.25,66.66666667
Lakeland,Florida,FL,United States of America,28.045,-81.956,112641.0,45.0,100.0
Barrington,Rhode Island,RI,United States of America,41.748,-71.315,17153.0,25.0,50.0
Santa Maria,California,CA,United States of America,34.953,-120.436,109707.0,75.0,83.33333333
Asheville,North Carolina,NC,United States of America,35.595,-82.552,94589.0,48.0,88.88888889
Gainesville,Georgia,GA,United States of America,34.299,-83.827,42296.0,50.0,100.0
Morgantown,West Virginia,WV,United States of America,39.63,-79.956,30347.0,75.0,86.11111111
Atascadero,California,CA,United States of America,35.489,-120.668,29773.0,100.0,100.0
Citrus Heights,California,CA,United States of America,38.707,-121.29,87583.0,50.0,100.0
Wilmington,North Carolina,NC,United States of America,34.235,-77.949,115451.0,50.0,100.0
Tupelo,Mississippi,MS,United States of America,34.257,-88.705,37923.0,25.0,85.71428571
Perry,Georgia,GA,United States of America,32.472,-83.726,20624.0,50.0,87.5
Davis,California,CA,United States of America,38.543,-121.74,66850.0,25.0,75.0
College Park,Maryland,MD,United States of America,38.981,-76.938,34740.0,0.0,100.0
Bend,Oregon,OR,United States of America,44.058,-121.313,99178.0,0.0,100.0
Chapel Hill,North Carolina,NC,United States of America,35.913,-79.056,61960.0,41.66666667,83.33333333
Pueblo,Colorado,CO,United States of America,38.256,-104.624,111876.0,50.0,95.0
Clinton,Iowa,IA,United States of America,41.841,-90.188,24469.0,50.0,87.5
Renton,Washington,WA,United States of America,47.48,-122.208,106785.0,16.66666667,62.5
Highland,California,CA,United States of America,34.128,-117.209,56999.0,100.0,50.0
Bowling Green,Kentucky,KY,United States of America,36.995,-86.443,72294.0,100.0,91.66666667
Bremerton,Washington,WA,United States of America,47.565,-122.627,43505.0,25.0,100.0
College Station,Texas,TX,United States of America,30.628,-96.335,120511.0,35.0,77.5
Ashland,Ohio,OH,United States of America,40.869,-82.315,19225.0,8.333333333,83.33333333
Greensburg,Pennsylvania,PA,United States of America,40.302,-79.544,14976.0,50.0,87.5
St Cloud,Minnesota,MN,United States of America,45.56,-94.162,68881.0,0.0,100.0
Butte,North Dakota,ND,United States of America,47.837,-100.666,70.0,56.25,75.0
Farmington,Connecticut,CT,United States of America,41.726,-72.842,26712.0,50.0,75.0
New Rochelle,New York,NY,United States of America,40.907,-73.784,79726.0,25.0,50.0
Pleasanton,California,CA,United States of America,37.663,-121.875,79871.0,0.0,100.0
Corvallis,Oregon,OR,United States of America,44.564,-123.262,59922.0,50.0,75.0
Lake Forest,California,CA,United States of America,33.647,-117.686,85858.0,0.0,87.5
Gaithersburg,Maryland,MD,United States of America,39.144,-77.202,69657.0,12.5,91.66666667
Easton,Maryland,MD,United States of America,38.773,-76.07,17101.0,50.0,100.0
Hyattsville,Maryland,MD,United States of America,38.96,-76.952,21187.0,75.0,50.0
Fairfield,Connecticut,CT,United States of America,41.175,-73.274,61512.0,62.5,79.16666667
Trumbull,Connecticut,CT,United States of America,41.263,-73.214,36827.0,25.0,91.66666667
Laurel,Maryland,MD,United States of America,39.103,-76.843,30060.0,50.0,87.5
Athens,Ohio,OH,United States of America,39.329,-82.101,23849.0,0.0,100.0
Hagerstown,Maryland,MD,United States of America,39.642,-77.72,43527.0,50.0,87.5
Salisbury,Maryland,MD,United States of America,38.365,-75.601,33050.0,0.0,100.0
Georgetown,Delaware,DE,United States of America,38.69,-75.387,7134.0,50.0,100.0
Milton,Delaware,DE,United States of America,38.775,-75.31,3291.0,100.0,50.0
Richmond,Kentucky,KY,United States of America,37.747,-84.294,34585.0,47.36842105,80.26315789
Keene,New Hampshire,NH,United States of America,42.934,-72.279,23047.0,50.0,100.0
Johnson City,Tennessee,TN,United States of America,36.316,-82.353,71046.0,20.0,90.0
Spartanburg,South Carolina,SC,United States of America,34.95,-81.932,38732.0,25.0,100.0
Victoria,Texas,TX,United States of America,28.799,-97.006,65534.0,25.0,100.0
Banning,California,CA,United States of America,33.925,-116.878,29505.0,50.0,80.0
Barnstable,Massachusetts,MA,United States of America,41.655,-70.28,48916.0,75.0,100.0
Bartlesville,Oklahoma,OK,United States of America,36.751,-95.978,37290.0,75.0,75.0
Baytown,Texas,TX,United States of America,29.735,-94.978,83701.0,50.0,100.0
Beaufort,North Carolina,NC,United States of America,34.728,-76.653,4464.0,75.0,50.0
Beckley,West Virginia,WV,United States of America,37.778,-81.188,17286.0,50.0,100.0
Belmont,California,CA,United States of America,37.52,-122.276,28335.0,25.0,100.0
Bentonville,Arkansas,AR,United States of America,36.372,-94.209,54164.0,0.0,91.66666667
York,Pennsylvania,PA,United States of America,39.962,-76.728,44800.0,75.0,64.28571429
Delray Beach,Florida,FL,United States of America,26.462,-80.073,66846.0,0.0,100.0
Newport,Oregon,OR,United States of America,44.621,-124.043,10256.0,75.0,100.0
Grass Valley,California,CA,United States of America,39.224,-121.055,14016.0,62.5,62.5
Mount Vernon,New York,NY,United States of America,40.913,-73.837,73893.0,50.0,100.0
Medford,Oregon,OR,United States of America,42.327,-122.872,85824.0,25.0,85.71428571
Ukiah,California,CA,United States of America,39.147,-123.21,16607.0,50.0,100.0
Dublin,California,CA,United States of America,37.706,-121.924,72589.0,0.0,100.0
Ojai,California,CA,United States of America,34.448,-119.247,7637.0,50.0,87.5
Wheeling,West Virginia,WV,United States of America,40.064,-80.723,27052.0,75.0,70.0
Temecula,California,CA,United States of America,33.493,-117.149,110003.0,27.77777778,71.42857143
Murrieta,California,CA,United States of America,33.554,-117.214,110949.0,25.0,100.0
Indio,California,CA,United States of America,33.719,-116.216,89137.0,25.0,50.0
Myrtle Beach,South Carolina,SC,United States of America,33.693,-78.883,35682.0,50.0,87.5
Redondo Beach,California,CA,United States of America,33.844,-118.388,71576.0,37.5,100.0
Kent,Washington,WA,United States of America,47.381,-122.231,136588.0,0.0,100.0
Texarkana,Texas,TX,United States of America,33.421,-94.046,36193.0,75.0,64.28571429
