City,Region,State,Country,Latitude,Longitude,Population,WaterPollution,AirQuality
Kennewick,Washington,WA,United States of America,46.209,-119.117,83921.0,20.0,95.0
Camarillo,California,CA,United States of America,34.217,-119.039,70741.0,0.0,100.0
Kearney,Nebraska,NE,United States of America,40.698,-99.082,33790.0,75.0,100.0
Klamath Falls,Oregon,OR,United States of America,42.225,-121.783,21813.0,62.5,83.33333333
Roseburg,Oregon,OR,United States of America,43.21,-123.342,23683.0,40.0,75.0
Danville,California,CA,United States of America,37.822,-122.0,43582.0,75.0,100.0
North Charleston,South Carolina,SC,United States of America,32.854,-79.974,114852.0,50.0,100.0
Oroville,California,CA,United States of America,39.503,-121.566,20042.0,0.0,100.0
Madera,California,CA,United States of America,36.961,-120.061,66224.0,50.0,75.0
Glendora,California,CA,United States of America,34.136,-117.865,52558.0,25.0,50.0
Panama City,Florida,FL,United States of America,30.155,-85.66,32939.0,37.5,50.0
Longview,Texas,TX,United States of America,32.495,-94.74,81638.0,75.0,85.0
Cary,North Carolina,NC,United States of America,35.787,-78.783,174721.0,62.5,50.0
Hamilton,Ohio,OH,United States of America,39.399,-84.56,63399.0,50.0,87.5
Marietta,Georgia,GA,United States of America,33.953,-84.55,60972.0,10.0,80.55555556
Stillwater,Oklahoma,OK,United States of America,36.116,-97.059,48394.0,50.0,93.75
Kalispell,Montana,MT,United States of America,48.199,-114.314,24558.0,0.0,89.28571429
Livonia,Michigan,MI,United States of America,42.376,-83.353,95535.0,25.0,100.0
Montclair,California,CA,United States of America,34.078,-117.69,37865.0,0.0,75.0
Manhattan,Kansas,KS,United States of America,39.186,-96.576,54100.0,0.0,100.0
Yucca Valley,California,CA,United States of America,34.121,-116.437,21738.0,50.0,87.5
Lake Charles,Louisiana,LA,United States of America,30.229,-93.217,84872.0,60.0,66.66666667
Huntsville,Texas,TX,United States of America,30.724,-95.551,45941.0,50.0,100.0
Moss Point,Mississippi,MS,United States of America,30.425,-88.529,12147.0,50.0,91.66666667
Verona,Mississippi,MS,United States of America,34.19,-88.723,2792.0,50.0,100.0
Olive Branch,Mississippi,MS,United States of America,34.963,-89.829,39711.0,0.0,100.0
Harlingen,Texas,TX,United States of America,26.193,-97.697,71829.0,0.0,100.0
Valparaiso,Indiana,IN,United States of America,41.468,-87.061,34151.0,50.0,100.0
Jackson,Wyoming,WY,United States of America,43.48,-110.762,10760.0,50.0,100.0
Loveland,Colorado,CO,United States of America,40.395,-105.074,76378.0,35.0,72.5
Bloomfield Hills,Michigan,MI,United States of America,42.575,-83.254,4460.0,100.0,0.0
Boone,North Carolina,NC,United States of America,36.213,-81.669,19092.0,50.0,75.0
Bowling Green,Ohio,OH,United States of America,41.375,-83.65,30808.0,16.66666667,100.0
Boynton Beach,Florida,FL,United States of America,26.529,-80.064,80380.0,50.0,100.0
Brainerd,Minnesota,MN,United States of America,46.355,-94.198,14395.0,50.0,100.0
Branson,Missouri,MO,United States of America,36.645,-93.264,12638.0,0.0,100.0
Brattleboro,Vermont,VT,United States of America,42.862,-72.618,12184.0,50.0,100.0
Breckenridge,Colorado,CO,United States of America,39.5,-106.043,5078.0,25.0,100.0
Kokomo,Indiana,IN,United States of America,40.487,-86.131,59604.0,25.0,90.0
Sandpoint,Idaho,ID,United States of America,48.281,-116.56,8639.0,0.0,100.0
Wisconsin Dells,Wisconsin,WI,United States of America,43.635,-89.782,2942.0,50.0,100.0
Albert Lea,Minnesota,MN,United States of America,43.648,-93.369,18492.0,25.0,100.0
Corcoran,California,CA,United States of America,36.098,-119.56,22339.0,50.0,50.0
Bridgeton,New Jersey,NJ,United States of America,39.427,-75.236,27263.0,50.0,100.0
Tustin,California,CA,United States of America,33.746,-117.825,80276.0,37.5,75.0
Ocala,Florida,FL,United States of America,29.187,-82.136,63591.0,32.5,77.5
Gillette,Wyoming,WY,United States of America,44.293,-105.504,33403.0,50.0,100.0
San Angelo,Texas,TX,United States of America,31.464,-100.437,99893.0,37.5,100.0
Pinehurst,Georgia,GA,United States of America,32.196,-83.76,309.0,0.0,100.0
Imperial,California,CA,United States of America,32.838,-115.572,20263.0,50.0,87.5
Largo,Florida,FL,United States of America,27.909,-82.788,82485.0,75.0,75.0
Muncie,Indiana,IN,United States of America,40.194,-85.386,65194.0,50.0,87.5
Elmira,New York,NY,United States of America,42.09,-76.808,26523.0,25.0,100.0
Laurel,Mississippi,MS,United States of America,31.692,-89.131,17161.0,50.0,87.5
La Crosse,Wisconsin,WI,United States of America,43.812,-91.251,52680.0,50.0,100.0
Franklin,Massachusetts,MA,United States of America,42.083,-71.397,33261.0,12.5,87.5
Elizabethtown,Kentucky,KY,United States of America,37.702,-85.869,31394.0,0.0,90.0
Selah,Washington,WA,United States of America,46.647,-120.539,8153.0,25.0,75.0
Lake Elsinore,California,CA,United States of America,33.668,-117.328,70265.0,75.0,50.0
Aliso Viejo,California,CA,United States of America,33.575,-117.725,52176.0,75.0,100.0
Melbourne,Florida,FL,United States of America,28.08,-80.604,84678.0,39.28571429,80.0
Muskegon,Michigan,MI,United States of America,43.234,-86.248,38318.0,50.0,100.0
Muskegon,Michigan,MI,United States of America,43.268,-86.17,17596.0,50.0,100.0
Safety Harbor,Florida,FL,United States of America,28.007,-82.698,17072.0,75.0,100.0
Marshall,Missouri,MO,United States of America,39.114,-93.202,13806.0,50.0,100.0
Rolla,Missouri,MO,United States of America,37.948,-91.774,19943.0,25.0,100.0
Taos,Missouri,MO,United States of America,38.496,-92.079,1150.0,75.0,100.0
Libby,Montana,MT,United States of America,48.386,-115.557,2775.0,25.0,100.0
Crown Point,Indiana,IN,United States of America,41.418,-87.364,33899.0,25.0,87.5
Wenatchee,Washington,WA,United States of America,47.425,-120.311,35508.0,0.0,25.0
Liberty,Missouri,MO,United States of America,39.246,-94.42,30167.0,50.0,62.5
Chesterfield,Missouri,MO,United States of America,38.664,-90.578,49999.0,37.5,87.5
OFallon,Missouri,MO,United States of America,38.811,-90.7,91316.0,100.0,0.0
Youngstown,New York,NY,United States of America,43.25,-79.042,1859.0,58.33333333,75.0
Forsyth,Montana,MT,United States of America,46.266,-106.678,1647.0,100.0,80.0
Rock Hill,South Carolina,SC,United States of America,34.925,-81.025,74372.0,62.5,87.5
Morristown,New Jersey,NJ,United States of America,40.797,-74.477,20180.0,100.0,100.0
Leesburg,Georgia,GA,United States of America,31.732,-84.169,3480.0,50.0,87.5
Oshkosh,Nebraska,NE,United States of America,41.408,-102.345,809.0,75.0,50.0
Brentwood,Missouri,MO,United States of America,38.619,-90.348,8233.0,0.0,75.0
Cape Canaveral,Florida,FL,United States of America,28.394,-80.608,9972.0,0.0,75.0
Clayton,Missouri,MO,United States of America,38.643,-90.335,17355.0,50.0,87.5
Vero Beach,Florida,FL,United States of America,27.647,-80.392,16354.0,62.5,93.75
Lawrenceville,Georgia,GA,United States of America,33.956,-83.988,30629.0,0.0,100.0
Weatherford,Texas,TX,United States of America,32.759,-97.797,30854.0,0.0,100.0
Del Rio,Texas,TX,United States of America,29.36,-100.899,34673.0,25.0,100.0
Warrenton,Virginia,VA,United States of America,38.718,-77.797,10057.0,0.0,100.0
Mansfield,Texas,TX,United States of America,32.563,-97.142,72602.0,0.0,90.0
Jeffersonville,Indiana,IN,United States of America,38.274,-85.742,49447.0,50.0,87.5
Lake Worth,Texas,TX,United States of America,32.813,-97.431,4711.0,100.0,100.0
Katy,Texas,TX,United States of America,29.791,-95.827,21894.0,50.0,60.0
McLean,Texas,TX,United States of America,35.232,-100.6,665.0,25.0,100.0
Leander,Texas,TX,United States of America,30.579,-97.853,59202.0,0.0,100.0
San Marcos,Texas,TX,United States of America,29.883,-97.941,67553.0,0.0,100.0
League City,Texas,TX,United States of America,29.508,-95.095,114392.0,25.0,75.0
Pullman,Washington,WA,United States of America,46.73,-117.182,32901.0,0.0,100.0
Mansfield,Ohio,OH,United States of America,40.759,-82.516,47534.0,25.0,75.0
Fort Dodge,Iowa,IA,United States of America,42.506,-94.183,24871.0,75.0,25.0
Lakeville,Minnesota,MN,United States of America,44.65,-93.243,69490.0,50.0,100.0
Titusville,Florida,FL,United States of America,28.614,-80.808,48789.0,25.0,100.0
Lakewood,Washington,WA,United States of America,47.172,-122.518,63612.0,75.0,100.0
Longview,Washington,WA,United States of America,46.138,-122.934,37818.0,75.0,0.0
Oxford,Mississippi,MS,United States of America,34.367,-89.519,25416.0,0.0,100.0
Lima,Ohio,OH,United States of America,40.74,-84.105,35579.0,50.0,75.0
Fort Walton Beach,Florida,FL,United States of America,30.405,-86.606,20922.0,50.0,100.0
Paducah,Kentucky,KY,United States of America,37.087,-88.597,27137.0,62.5,85.71428571
Coon Rapids,Minnesota,MN,United States of America,45.146,-93.285,63599.0,50.0,100.0
Traverse City,Michigan,MI,United States of America,44.754,-85.603,15678.0,25.0,75.0
Rocklin,California,CA,United States of America,38.791,-121.236,71601.0,0.0,100.0
Sheboygan,Wisconsin,WI,United States of America,43.751,-87.713,49929.0,0.0,100.0
Marina,California,CA,United States of America,36.681,-121.79,22359.0,50.0,100.0
Sebring,Florida,FL,United States of America,27.471,-81.452,10729.0,50.0,25.0
Alexandria,Louisiana,LA,United States of America,31.311,-92.445,45275.0,50.0,100.0
Jackson,Tennessee,TN,United States of America,35.614,-88.819,68205.0,12.5,96.875
Eden Prairie,Minnesota,MN,United States of America,44.854,-93.47,64198.0,8.333333333,91.66666667
Clovis,New Mexico,NM,United States of America,34.401,-103.205,38567.0,100.0,0.0
Fond du Lac,Wisconsin,WI,United States of America,43.779,-88.447,44678.0,75.0,75.0
New Port Richey,Florida,FL,United States of America,28.247,-82.718,16728.0,0.0,50.0
Jupiter,Florida,FL,United States of America,26.934,-80.094,61047.0,25.0,100.0
Jacksonville,North Carolina,NC,United States of America,34.751,-77.431,72723.0,0.0,100.0
Lebanon,Ohio,OH,United States of America,39.433,-84.208,20841.0,50.0,100.0
Slidell,Louisiana,LA,United States of America,30.278,-89.782,28781.0,100.0,50.0
Torrington,Wyoming,WY,United States of America,42.065,-104.15,6119.0,75.0,90.0
Longmont,Colorado,CO,United States of America,40.167,-105.103,98885.0,75.0,0.0
East Orange,New Jersey,NJ,United States of America,40.761,-74.211,69612.0,75.0,100.0
Foster City,California,CA,United States of America,37.558,-122.264,33805.0,0.0,100.0
Statesboro,Georgia,GA,United States of America,32.449,-81.783,33438.0,41.66666667,75.0
DeLand,Florida,FL,United States of America,29.028,-81.303,37351.0,25.0,81.25
Grand Junction,Colorado,CO,United States of America,39.067,-108.564,65560.0,18.75,85.41666667
North Platte,Nebraska,NE,United States of America,41.134,-100.764,23390.0,25.0,100.0
Troy,Michigan,MI,United States of America,42.606,-83.15,87294.0,25.0,62.5
Weston,Florida,FL,United States of America,26.1,-80.383,68107.0,0.0,100.0
Mesquite,Nevada,NV,United States of America,36.804,-114.065,20471.0,0.0,100.0
Novi,Michigan,MI,United States of America,42.481,-83.476,66243.0,0.0,100.0
Brunswick,Georgia,GA,United States of America,31.15,-81.492,15210.0,37.5,78.125
Long Branch,New Jersey,NJ,United States of America,40.305,-73.983,31667.0,25.0,75.0
Monroe,Michigan,MI,United States of America,41.916,-83.398,20462.0,25.0,100.0
Monroe,Michigan,MI,United States of America,41.896,-83.436,14391.0,25.0,100.0
Dalton,Georgia,GA,United States of America,34.77,-84.968,34417.0,25.0,100.0
Summit,New Jersey,NJ,United States of America,40.718,-74.358,22719.0,62.5,37.5
Hilton Head Island,South Carolina,SC,United States of America,32.178,-80.728,37661.0,25.0,100.0
New Bern,North Carolina,NC,United States of America,35.108,-77.04,31291.0,50.0,100.0
Alpharetta,Georgia,GA,United States of America,34.076,-84.295,65818.0,37.5,62.5
Radcliff,Kentucky,KY,United States of America,37.84,-85.938,23042.0,50.0,87.5
Cumming,Georgia,GA,United States of America,34.208,-84.134,7318.0,41.66666667,58.33333333
Ironton,Ohio,OH,United States of America,38.531,-82.677,10571.0,50.0,100.0
Midland,Michigan,MI,United States of America,43.613,-84.246,42547.0,33.33333333,95.0
Midland,Michigan,MI,United States of America,43.583,-84.264,2223.0,33.33333333,95.0
Valdosta,Georgia,GA,United States of America,30.832,-83.279,55378.0,50.0,100.0
Hobbs,New Mexico,NM,United States of America,32.701,-103.136,40508.0,50.0,100.0
Langley,Washington,WA,United States of America,48.034,-122.408,1147.0,0.0,100.0
Durango,Colorado,CO,United States of America,37.271,-107.881,19071.0,0.0,75.0
Farmington,New Mexico,NM,United States of America,36.729,-108.208,46624.0,50.0,95.0
Williamsport,Pennsylvania,PA,United States of America,41.242,-77.002,27754.0,0.0,100.0
Sheridan,Wyoming,WY,United States of America,44.797,-106.956,18737.0,12.5,95.83333333
Rochester,Michigan,MI,United States of America,42.687,-83.12,13035.0,0.0,100.0
Fairborn,Ohio,OH,United States of America,39.822,-84.021,34510.0,50.0,87.5
Ypsilanti,Michigan,MI,United States of America,42.2,-83.614,55670.0,66.66666667,75.0
Ypsilanti,Michigan,MI,United States of America,42.241,-83.615,20648.0,66.66666667,75.0
Lisle,Illinois,IL,United States of America,41.8,-88.075,24223.0,0.0,100.0
Pottsville,Pennsylvania,PA,United States of America,40.68,-76.209,13346.0,0.0,75.0
Concord,North Carolina,NC,United States of America,35.411,-80.581,105240.0,62.5,91.66666667
Watertown,South Dakota,SD,United States of America,44.9,-97.115,22655.0,50.0,95.83333333
Moses Lake,Washington,WA,United States of America,47.13,-119.278,25146.0,0.0,75.0
Johnstown,Pennsylvania,PA,United States of America,40.326,-78.918,18411.0,75.0,87.5
Bloomsburg,Pennsylvania,PA,United States of America,41.003,-76.457,12711.0,25.0,87.5
Hazard,Kentucky,KY,United States of America,37.248,-83.19,5263.0,50.0,100.0
New Castle,Pennsylvania,PA,United States of America,41.0,-80.347,21926.0,50.0,87.5
Anderson,South Carolina,SC,United States of America,34.503,-82.65,28106.0,0.0,87.5
Warren,Pennsylvania,PA,United States of America,41.843,-79.144,9404.0,50.0,100.0
Woodland,Washington,WA,United States of America,45.922,-122.75,6531.0,0.0,100.0
Ashland,Massachusetts,MA,United States of America,42.255,-71.464,18832.0,50.0,100.0
Rocky Mount,Virginia,VA,United States of America,37.005,-79.884,4903.0,75.0,50.0
Herndon,Virginia,VA,United States of America,38.97,-77.386,24655.0,25.0,50.0
Amherst,Virginia,VA,United States of America,37.582,-79.052,2110.0,50.0,100.0
Christiansburg,Virginia,VA,United States of America,37.141,-80.402,23348.0,100.0,75.0
Watertown,New York,NY,United States of America,43.975,-75.91,24685.0,37.5,62.5
Spring Hill,Tennessee,TN,United States of America,35.752,-86.929,50005.0,25.0,87.5
Airway Heights,Washington,WA,United States of America,47.644,-117.583,10757.0,0.0,100.0
Yelm,Washington,WA,United States of America,46.943,-122.643,10617.0,50.0,50.0
Sequim,Washington,WA,United States of America,48.075,-123.096,8024.0,25.0,100.0
Brier,Washington,WA,United States of America,47.792,-122.274,6560.0,0.0,100.0
Goose Creek,South Carolina,SC,United States of America,32.996,-80.039,45946.0,0.0,100.0
Waterloo,Wisconsin,WI,United States of America,43.184,-88.99,3492.0,50.0,100.0
Neenah,Wisconsin,WI,United States of America,44.186,-88.462,27319.0,0.0,50.0
Hempstead,New York,NY,United States of America,40.709,-73.625,59169.0,50.0,100.0
Plymouth,Michigan,MI,United States of America,42.372,-83.517,27938.0,50.0,50.0
Plymouth,Michigan,MI,United States of America,42.371,-83.468,9370.0,50.0,50.0
Woodburn,Oregon,OR,United States of America,45.144,-122.856,26013.0,0.0,100.0
Ponca City,Oklahoma,OK,United States of America,36.704,-97.084,24424.0,50.0,100.0
Portsmouth,Rhode Island,RI,United States of America,41.567,-71.262,17871.0,0.0,100.0
Zeeland,Michigan,MI,United States of America,42.812,-85.945,12008.0,0.0,100.0
Zeeland,Michigan,MI,United States of America,42.814,-86.014,5719.0,0.0,100.0
Roanoke,Indiana,IN,United States of America,40.964,-85.381,1762.0,35.71428571,95.45454545
Weirton,West Virginia,WV,United States of America,40.404,-80.589,19163.0,50.0,62.5
Detroit Lakes,Minnesota,MN,United States of America,46.804,-95.842,9869.0,50.0,100.0
Waterford,Connecticut,CT,United States of America,41.381,-72.157,19571.0,50.0,25.0
Deltona,Florida,FL,United States of America,28.901,-81.263,93692.0,75.0,87.5
Morehead,Kentucky,KY,United States of America,38.187,-83.451,7151.0,25.0,100.0
Birmingham,Iowa,IA,United States of America,40.878,-91.948,367.0,31.66666667,71.05263158
Waldorf,Minnesota,MN,United States of America,43.933,-93.697,201.0,75.0,100.0
Leawood,Kansas,KS,United States of America,38.906,-94.615,33902.0,75.0,50.0
Lakeport,California,CA,United States of America,39.04,-122.921,5026.0,50.0,100.0
Jackson,California,CA,United States of America,38.348,-120.772,5019.0,50.0,100.0
Upland,Indiana,IN,United States of America,40.463,-85.501,3821.0,50.0,62.5
Elko,South Carolina,SC,United States of America,33.381,-81.381,140.0,25.0,100.0
Cutler Bay,Florida,FL,United States of America,25.578,-80.338,45425.0,25.0,100.0
Greenville,North Carolina,NC,United States of America,35.611,-77.373,87521.0,25.0,90.0
Vadnais Heights,Minnesota,MN,United States of America,45.055,-93.072,12912.0,50.0,100.0
Hinesville,Georgia,GA,United States of America,31.847,-81.596,34891.0,25.0,75.0
Abington,Massachusetts,MA,United States of America,42.118,-70.956,17062.0,50.0,100.0
Williston,North Dakota,ND,United States of America,48.163,-103.632,29160.0,75.0,85.0
Fairmont,West Virginia,WV,United States of America,39.485,-80.143,18416.0,50.0,100.0
Warner Robins,Georgia,GA,United States of America,32.618,-83.633,80308.0,37.5,100.0
Elkhart,Indiana,IN,United States of America,41.685,-85.974,53923.0,50.0,87.5
Frankfort,Indiana,IN,United States of America,40.281,-86.512,16715.0,75.0,50.0
La Porte,Indiana,IN,United States of America,41.611,-86.722,22471.0,50.0,87.5
Sanford,North Carolina,NC,United States of America,35.48,-79.181,30261.0,50.0,100.0
Spruce Pine,North Carolina,NC,United States of America,35.914,-82.07,2194.0,0.0,100.0
Yanceyville,North Carolina,NC,United States of America,36.414,-79.342,1937.0,50.0,87.5
Mooresville,North Carolina,NC,United States of America,35.585,-80.81,50193.0,25.0,100.0
Hope Mills,North Carolina,NC,United States of America,34.968,-78.954,17808.0,50.0,100.0
Hickory,North Carolina,NC,United States of America,35.732,-81.338,43490.0,50.0,100.0
Bryson City,North Carolina,NC,United States of America,35.427,-83.447,1558.0,50.0,87.5
Buffalo,North Dakota,ND,United States of America,46.92,-97.55,195.0,50.0,100.0
Beaver Dam,Kentucky,KY,United States of America,37.407,-86.878,3531.0,50.0,100.0
Chesterfield,South Carolina,SC,United States of America,34.733,-80.078,1357.0,25.0,100.0
Stone Mountain,Georgia,GA,United States of America,33.804,-84.171,6703.0,100.0,0.0
Astoria,Illinois,IL,United States of America,40.228,-90.357,929.0,62.5,37.5
Ellsworth,Maine,ME,United States of America,44.543,-68.42,8399.0,50.0,100.0
Swampscott,Massachusetts,MA,United States of America,42.474,-70.9,15111.0,50.0,100.0
Seminole,Florida,FL,United States of America,27.843,-82.785,19364.0,0.0,100.0
Zephyrhills,Florida,FL,United States of America,28.239,-82.18,17194.0,50.0,25.0
California,Kentucky,KY,United States of America,38.918,-84.264,83.0,100.0,0.0
Gettysburg,South Dakota,SD,United States of America,45.006,-99.954,1104.0,75.0,75.0
Beloit,Kansas,KS,United States of America,39.465,-98.108,3404.0,62.5,50.0
Willoughby,Ohio,OH,United States of America,41.641,-81.407,23959.0,0.0,75.0
Mansfield,Georgia,GA,United States of America,33.517,-83.736,442.0,50.0,0.0
Ithaca,Michigan,MI,United States of America,43.292,-84.599,2853.0,40.625,93.75
Wayne,West Virginia,WV,United States of America,38.225,-82.441,1443.0,50.0,87.5
Bourne,Massachusetts,MA,United States of America,41.737,-70.575,20452.0,25.0,75.0
Longmeadow,Massachusetts,MA,United States of America,42.049,-72.579,15853.0,25.0,75.0
Owosso,Michigan,MI,United States of America,42.996,-84.174,14714.0,100.0,75.0
Owosso,Michigan,MI,United States of America,43.0,-84.247,4765.0,100.0,75.0
Amherst,New Hampshire,NH,United States of America,42.863,-71.607,11753.0,50.0,100.0
Hampton,South Carolina,SC,United States of America,32.868,-81.109,2694.0,50.0,37.5
Oakland,Tennessee,TN,United States of America,35.225,-89.538,8936.0,0.0,100.0
Arlington,Kansas,KS,United States of America,37.896,-98.177,435.0,16.66666667,66.66666667
Lewisburg,Tennessee,TN,United States of America,35.45,-86.788,12288.0,50.0,100.0
Clarksville,Indiana,IN,United States of America,38.298,-85.761,22333.0,0.0,95.0
Ashburn,Georgia,GA,United States of America,31.709,-83.652,4291.0,25.0,60.0
Franklin,West Virginia,WV,United States of America,38.645,-79.333,495.0,0.0,100.0
Decatur,Tennessee,TN,United States of America,35.533,-84.791,1563.0,100.0,75.0
Bridgewater,Connecticut,CT,United States of America,41.529,-73.363,1662.0,50.0,87.5
Cookeville,Tennessee,TN,United States of America,36.165,-85.513,34842.0,50.0,100.0
Peachtree City,Georgia,GA,United States of America,33.396,-84.591,38244.0,50.0,50.0
Syracuse,Indiana,IN,United States of America,41.422,-85.75,3079.0,50.0,75.0
Mandeville,Louisiana,LA,United States of America,30.375,-90.092,13192.0,75.0,75.0
Lynchburg,South Carolina,SC,United States of America,34.06,-80.077,318.0,0.0,100.0
Holderness,New Hampshire,NH,United States of America,43.75,-71.573,2004.0,50.0,100.0
Long Island,Kansas,KS,United States of America,39.946,-99.534,137.0,25.0,87.5
Yreka,California,CA,United States of America,41.724,-122.632,7807.0,50.0,100.0
Tyngsborough,Massachusetts,MA,United States of America,42.676,-71.411,12380.0,50.0,100.0
Huntingdon,Tennessee,TN,United States of America,36.006,-88.417,4439.0,50.0,75.0
Seaside,Oregon,OR,United States of America,45.989,-123.921,7115.0,0.0,100.0
Pooler,Georgia,GA,United States of America,32.116,-81.249,25711.0,25.0,75.0
Edison,Georgia,GA,United States of America,31.561,-84.737,1230.0,25.0,75.0
Topsham,Maine,ME,United States of America,43.959,-69.967,9560.0,50.0,100.0
Frederick,South Dakota,SD,United States of America,45.832,-98.507,215.0,33.33333333,91.66666667
Manistee,Michigan,MI,United States of America,44.246,-86.327,6259.0,50.0,100.0
Allegan,Michigan,MI,United States of America,42.531,-85.846,5222.0,0.0,100.0
Richland,Oregon,OR,United States of America,44.768,-117.169,165.0,0.0,100.0
Rumford,Maine,ME,United States of America,44.537,-70.625,5858.0,50.0,100.0
Pikeville,Kentucky,KY,United States of America,37.48,-82.527,7754.0,50.0,100.0
Douglasville,Georgia,GA,United States of America,33.751,-84.747,34650.0,75.0,25.0
Chesapeake,West Virginia,WV,United States of America,38.223,-81.536,1335.0,37.5,100.0
Brandon,Vermont,VT,United States of America,43.8,-73.095,4129.0,0.0,100.0
Yorkville,Tennessee,TN,United States of America,36.097,-89.118,236.0,0.0,100.0
Utica,Indiana,IN,United States of America,38.339,-85.656,860.0,37.5,93.75
Manassas,Georgia,GA,United States of America,32.161,-82.024,59.0,0.0,87.5
Gadsden,Tennessee,TN,United States of America,35.777,-88.986,469.0,75.0,87.5
Rutherford,Tennessee,TN,United States of America,36.126,-88.993,1163.0,100.0,0.0
Willimantic,Maine,ME,United States of America,45.307,-69.377,134.0,50.0,100.0
Middlesex,Vermont,VT,United States of America,44.324,-72.627,1779.0,50.0,83.33333333
Somerset,Vermont,VT,United States of America,42.975,-72.962,6.0,50.0,100.0
New Paltz,New York,NY,United States of America,41.75,-74.08,7324.0,50.0,100.0
Webster,New York,NY,United States of America,43.216,-77.422,5651.0,50.0,0.0
Princeton,Massachusetts,MA,United States of America,42.453,-71.879,3495.0,25.0,87.5
Bath,New York,NY,United States of America,42.336,-77.317,5571.0,50.0,100.0
Gainesville,New York,NY,United States of America,42.641,-78.135,211.0,25.0,100.0
Wausau,Wisconsin,WI,United States of America,44.96,-89.627,39994.0,25.0,100.0
Nantucket,Massachusetts,MA,United States of America,41.271,-70.008,14255.0,50.0,100.0
